,label,processed_study,processed_condition
141,0,letrozol letrozole,breast neoplasm diagnos paty must meas evalu diseas breast neoplasms diagnosis patients must measurable evaluable disease
142,1,erlotinib hydrochlorid erlotinib hydrochloride,non smal cel lung cant nsclc stag iv diagnos paty receiv last admin chemotherapy immunotherapy dai schedule equal_than less_than sev day pri start study drug non small cell lung cancer nsclc stage iv diagnosis patients receive last administration chemotherapy immunotherapy daily schedule equal_than less_than seven days prior start study drug
143,0,antibody antibodies,stag iv squam cel carcinom paranas sin nas cav diagnos interferon bas therapy stage iv squamous cell carcinoma paranasal sinus nasal cavity diagnosis interferon base therapy
144,0,antibody monoclon antibodies monoclonal,refract hodgkin lymphom diagnos autolog stem cel infus includ boost infus refractory hodgkin lymphoma diagnosis autologous stem cell infusion include boost infusion
145,0,melph melphalan,ds stag plasm cel myelom diagnos eject fract greater_than equal_than fortyf ds stage plasma cell myeloma diagnosis ejection fraction greater_than equal_than fortyfive
146,0,asparaginas asparaginase,refract lymphoblast lymphom diagnos aspart aminotransferas ast ser glutam oxaloacet transaminas sgot alanin aminotransferas alt ser glutam pyruv transaminas sgpt equal_than less_than doc institut uln refractory lymphoblastic lymphoma diagnosis aspartate aminotransferase ast serum glutamic oxaloacetic transaminase sgot alanine aminotransferase alt serum glutamate pyruvate transaminase sgpt equal_than less_than doc institutional uln
147,0,antibody monoclon antibodies monoclonal,paty must histolog cytolog prov new diagnos select stag iiib tfo les due malign ple effus stag iv adv prim non smal cel lung cant adenocarcinom larg cel carcinom unspec recur diseas prevy surgery irrady paty tum squam cel compon greater_than fifty elig patients must histologically cytologically prove newly diagnose select stage iiib tfour lesion due malignant pleural effusion stage iv advance primary non small cell lung cancer adenocarcinoma large cell carcinoma unspecified recurrent disease previous surgery irradiation patients tumors squamous cell components greater_than fifty eligible
148,1,immunoglobulin g immunoglobulin g,cerv squam cel carcinom otherw spec diagnos men wom childbear pot unwil employ adequ contraceiv cervical squamous cell carcinoma otherwise specify diagnosis men women childbearing potential unwilling employ adequate contraception
149,1,extern radiotherapy external radiotherapy,uterin cerv cant diagnos pregn breastfee paty uterine cervical cancer diagnosis pregnant breastfeed patient
150,0,carboplatin carboplatin,stag ii breast cant diagnos hertwo must posit ihc ish test lab standard stage ii breast cancer diagnosis hertwo must positive ihc ish test laboratory standard
151,0,antibody monoclon antibodies monoclonal,stag iv non smal cel lung cant diagnos four week sint pri radiotherapy stage iv non small cell lung cancer diagnosis four weeks since prior radiotherapy
152,1,oncolys measl vir encod thyroid sod iodid symport oncolytic measles virus encode thyroidal sodium iodide symporter,stag ib malign mesotheliom diagnos pregn wom stage ib malignant mesothelioma diagnosis pregnant women
153,0,vaccin vaccines,stag ii cut cel non hodgkin lymphom diagnos plan hct minim cel deplet graft stage ii cutaneous cell non hodgkin lymphoma diagnosis plan hct minimal cell depletion graft
154,1,cyclophosphamid cyclophosphamide,stag ii prim periton cant diagnos nurs wom unwil stop breast fee stage iiia primary peritoneal cancer diagnosis nurse women unwilling stop breast feed
155,0,docetaxel docetaxel,solid tum meas phys examin radiograph im study solid tumors measure physical examination radiographic image study
156,1,antibody monoclon antibodies monoclonal,recur grad two follicul lymphom diagnos elig therapeut opt lik bet long term diseas fre surv low pot tox non transpl therapy autolog transpl etc recurrent grade two follicular lymphoma diagnosis eligible therapeutic options likely better long term disease free survival lower potential toxicity non transplant therapy autologous transplant etc
157,0,lenalidomid lenalidomide,myelom diagnos absolv neutrophil count greater_than on thousand ml myeloma diagnosis absolute neutrophil count greater_than one thousand ml
158,0,antibody antibodies,lymphom diagnos fem subject eith post menopaus surg steril wil us acceiv method bir control hormon contraceiv intr uterin dev diaphragm spermicid condom spermicid abstin dur study thirty day last vaccin admin lymphoma diagnosis female subject either post menopausal surgically sterilize will use acceptable method birth control hormonal contraceptive intra uterine device diaphragm spermicide condom spermicide abstinence duration study thirty days last vaccination administer
159,1,etanerceiv etanercept,temporomandibul joint disord diagnos subject tak regul steroid narcot med exclud temporomandibular joint disorder diagnosis subject take regularly steroids narcotics medications exclude
160,1,tb403 175mgkg tb403 175mgkg,relaps refract medulloblastom mb part also includ neuroblastom nb ew sarcom es alveol rhabdomyosarcom arm diagnos prevy receiv tb four hundr three relapse refractory medulloblastoma mb part also include neuroblastoma nb ewing sarcoma es alveolar rhabdomyosarcoma arm diagnosis previously receive tb four hundred three
161,0,immunohistochem stain method immunohistochemistry stain method,breast cant diagnos sex breast cancer diagnosis sex
162,0,pyridox pyridoxal,colorect cant diagnos lif expect greater_than twelv week colorectal cancer diagnosis life expectancy greater_than twelve weeks
163,0,topotec topotecan,fallop tub cant diagnos alkalin phosphatas less_than doc tim uln fallopian tube cancer diagnosis alkaline phosphatase less_than doc time uln
164,1,doxorubicin doxorubicin,diffus larg cel lymphom diagnos pri tre cytotox drug rituximab anoth condit exampl rheumatoid arthrit pri us ant cdtwenty antibody diffuse large cell lymphoma diagnosis prior treatment cytotoxic drug rituximab another condition example rheumatoid arthritis prior use anti cdtwenty antibody
165,0,etoposid phosph etoposide phosphate,anaplast larg cel lymphom alk neg diagnos pri therapy exceiv pri rady therapy on cyc chemotherapy may chemotherapy regim ev prednison alon bas cur diagnos clin condit cyc tre count toward six cyc tre giv study anaplastic large cell lymphoma alk negative diagnosis prior therapy exception prior radiation therapy one cycle chemotherapy may chemotherapy regimen even prednisone alone base current diagnosis clinical condition cycle treatment count toward six cycle treatment give study
166,0,diagnost lab biomark analys diagnostic laboratory biomarker analysis,endomet clear cel adenocarcinom diagnos elig high pri gog protocol on ex act phas ii gog protocol paty pop endometrial clear cell adenocarcinoma diagnosis eligible higher priority gog protocol one exist active phase iii gog protocol patient population
167,1,antibody antibodies,recur adult brain tum diagnos must abl swallow caps recurrent adult brain tumor diagnosis must able swallow capsule
168,1,mycophenol acid mycophenolic acid,stag iv child smal noncleav cel lymphom diagnos don stage iv childhood small noncleaved cell lymphoma diagnosis donor
169,0,docetaxel docetaxel,sarcom diagnos diagnos sarcoma diagnosis diagnosis
170,1,mir dev im mira device image,breast cant diagnos subject un read understand execut inform cons proc breast cancer diagnosis subject unable read understand execute inform consent procedure
171,0,immunoglobulin g immunoglobulin g,undifferenty ov carcinom diagnos prothrombin tim pt intern norm ratio inr equal_than less_than doc uln rang inr us two three paty stabl dos therapeut warfarin part thromboplastin tim ptt equal_than less_than doc tim up limit norm heparin lovenox altern anticoag acceiv correspond ctcae vert doc grad on on less oneon 0two_two009 0three_two9 one0 undifferentiated ovarian carcinoma diagnosis prothrombin time pt international normalize ratio inr equal_than less_than doc uln range inr usually two three patient stable dose therapeutic warfarin partial thromboplastin time ptt equal_than less_than doc time upper limit normal heparin lovenox alternative anticoagulants acceptable correspond ctcae version doc grade one one less oneone 0two_two009 0three_two9 one0
172,1,mitomycin mitomycins,tum greater_than equal_than doc cm greatest ax dimend tumors greater_than equal_than doc cm greatest axial dimension
173,1,vinorelbin vinorelbine,adult rhabdomyosarcom diagnos paty botryoid histolog stag group inelig adult rhabdomyosarcoma diagnosis patients botryoid histology stage group ineligible
174,1,exerc interv exercise intervention,stag iic fallop tub cant diagnos paty gog perform grad three four stage iic fallopian tube cancer diagnosis patients gog performance grade three four
175,1,vincristin vincristine,lymphom larg cel diffus diagnos correct qt interv greater_than four hundr eighty msec us frideric formul lymphoma large cell diffuse diagnosis correct qt interval greater_than four hundred eighty msec use fridericia formula
176,0,melph melphalan,lymphom diagnos chronic myeloid leukem cml inadequ respons imatinib meet on follow criter lymphoma diagnosis chronic myeloid leukemia cml inadequate response imatinib meet one follow criteria
177,0,methylprednisolon acet methylprednisolone acetate,lymphom diagnos paty charact lymphoma diagnosis patient characteristics
178,0,trastuzumab trastuzumab,breast cant diagnos paty charact breast cancer diagnosis patient characteristics
179,0,tamox tamoxifen,breast cant diagnos peau orang skin chang breast cancer diagnosis peau orange skin change
180,0,nk cel infus nk cell infusion,pedy cant diagnos ser tot bilirubin less_than two mg dl ser ast alt less eq three up limit norm pediatric cancers diagnosis serum total bilirubin less_than two mg dl serum ast alt less equal three upper limit normal
181,1,asparaginas asparaginase,non hodgkin lymphom diagnos psychy il could pot interf complet tre accord protocol non hodgkins lymphoma diagnosis psychiatric illness could potentially interfere completion treatment accord protocol
